,road,LRPName,type,name,condition,length,chainage,lat,lon,Proportion truck
3580,N7,LRP186a,Box Culvert,.,A,1.2,186.4,22.9877607938864,89.4400956353711,0.26931754089114496
3581,N7,LRP186b,Box Culvert,.,A,2.5,186.908,22.9851742701421,89.4442273132701,0.26931754089114496
3582,N7,LRP187b,Slab Culvert,.,D,3.2,187.617,22.9824716411227,89.4504278429503,0.26931754089114496
3583,N7,LRP187c,Arch Masonry,.,A,3.5,188.131,22.9813043212121,89.4547064441077,0.26931754089114496
3584,N7,LRP187d,Arch Masonry,.,A,2.5,188.332,22.9808249666666,89.4565581481481,0.26931754089114496
3585,N7,LRP188a,Arch Masonry,.,A,3.78,189.101,22.9787474778536,89.463470959317,0.26931754089114496
3586,N7,LRP189a,Box Culvert,.,A,1.95,189.469,22.9781291660487,89.4665922455609,0.26931754089114496
3587,N7,LRP189d,Arch Masonry,.,A,2.25,190.234,22.9756519906542,89.4728669345794,0.20010025900242293
3588,N7,LRP190a,Box Culvert,.,A,2.0,190.441,22.9744697691588,89.4744790841121,0.20010025900242293
3589,N7,LRP193a,Slab Culvert,.,C,2.95,193.602,22.9476770067861,89.4804799674775,0.20010025900242293
3590,N7,LRP193b,Slab Culvert,.,C,2.85,193.814,22.9459351322663,89.48105301895,0.20010025900242293
3591,N7,LRP194a,Slab Culvert,.,C,2.8,194.561,22.9402454935922,89.4847990947572,0.20010025900242293
3592,N7,LRP195b,Slab Culvert,.,A,3.1,196.254,22.9283661886792,89.4949136688679,0.20010025900242293
3593,N7,LRP197a,Slab Culvert,.,D,3.1,197.648,22.9175814214532,89.5015649882353,0.20010025900242293
3594,N7,LRP198a,Slab Culvert,.,A,3.44,198.991,22.9071190285714,89.5078103171428,0.20010025900242293
3595,N7,LRP199a,Slab Culvert,.,A,3.2,199.546,22.9023208270408,89.5090058890816,0.20010025900242293
3596,N7,LRP202c,Slab Culvert,.,A,1.13,203.07,22.8740085916666,89.522869725,0.20010025900242293
3597,N7,LRP203a,Slab Culvert,.,C,1.1,203.281,22.8723766721568,89.5239270211764,0.20010025900242293
3598,N7,LRP203b,Box Culvert,.,A,1.15,203.887,22.8676897374509,89.5269636158823,0.20010025900242293
3599,N7,LRP207a,Box Culvert,.,A,3.6,207.809,22.8357000784,89.5419130216,0.20010025900242293
3600,N7,LRP207b,Box Culvert,.,C,1.98,208.338,22.832110753238,89.5450024363809,0.20010025900242293
3601,N7,LRP208a,Slab Culvert,.,A,1.0,208.778,22.8294101170476,89.5481219944761,0.20010025900242293
3602,N7,LRP208b,Box Culvert,.,A,2.6,209.055,22.8276932428571,89.5500563510204,0.20010025900242293
3603,N7,LRP209a,Box Culvert,.,B,1.97,209.784,22.82261003,89.5541479007142,0.20010025900242293
3604,N7,LRP213a,Slab Culvert,.,A,2.0,213.796,22.801673527619,89.5821094704761,0.23785971223021582
3605,N7,LRP214a,Slab Culvert,.,A,1.7,215.228,22.7986537184549,89.5949223851931,0.23785971223021582
3606,N7,LRP217a,Box Culvert,.,B,1.5,217.925,22.782836222,89.6134305348,0.23785971223021582
3607,N7,LRP218a,Box Culvert,.,A,2.6,218.099,22.781545664,89.6143826976,0.23785971223021582
3608,N7,LRP219a,Box Culvert,.,A,2.2,219.32,22.7713993909333,89.6177177605333,0.23785971223021582
3609,N7,LRP219b,Box Culvert,.,A,1.9,219.869,22.7668537816,89.6194815304,0.23785971223021582
3610,N7,LRP219c,Box Culvert,.,A,1.9,219.929,22.7663771536,89.6197231984,0.23785971223021582
3611,N7,LRP220a,Box Culvert,.,A,1.9,220.315,22.7633108468,89.6212779291999,0.23785971223021582
3612,N7,LRP220b,Box Culvert,.,A,2.6,220.699,22.7604583088,89.6232810934,0.23785971223021582
3613,N7,LRP221c,Box Culvert,.,A,2.9,221.568,22.7543655570297,89.6286533890099,0.23785971223021582
3614,N7,LRP221d,Box Culvert,.,A,2.92,221.693,22.753389170891,89.629200010297,0.23785971223021582
3615,N7,LRP223a,Box Culvert,.,A,2.9,223.205,22.7410978159574,89.634912943617,0.23785971223021582
3616,N7,LRP225a,PC Girder Bridge,Jugikhali Bridge.,B,81.38,225.201,22.7241294376237,89.6411346970297,0.23785971223021582
3618,N7,LRP226a,Box Culvert,.,A,2.56,225.989,22.7175976257425,89.6440171069306,0.23785971223021582
3619,N7,LRP226b,Box Culvert,.,A,2.6,226.724,22.7114866768999,89.6467127192,0.23785971223021582
3620,N7,LRP227a,Box Culvert,.,A,2.6,227.474,22.7051741519,89.6494835192,0.23785971223021582
3621,N7,LRP228a,Box Culvert,.,A,2.6,227.966,22.700851784,89.650298402,0.23785971223021582
3622,N7,LRP229a,Box Culvert,.,A,7.1,228.957,22.6920413093069,89.6512239221782,0.23785971223021582
3623,N7,LRP230a,Box Culvert,.,A,2.0,230.729,22.6763314516,89.6513166981999,0.23785971223021582
3624,N7,LRP231a,Box Culvert,.,A,1.9,231.423,22.6705866584,89.6497356968,0.23785971223021582
3625,N7,LRP232a,Box Culvert,.,B,2.57,231.999,22.666160072549,89.6470528341176,0.23785971223021582
3626,N7,LRP232b,RCC Girder Bridge,.,B,21.96,232.593,22.6616789884,89.6439361442,0.23785971223021582
3627,N7,LRP233a,Box Culvert,.,A,1.5,233.816,22.651401604878,89.6412056414634,0.23785971223021582
3628,N7,LRP234a,Box Culvert,.,A,2.85,234.737,22.6430611999999,89.6415596426,0.23785971223021582
3629,N7,LRP234b,Box Culvert,.,B,3.0,234.808,22.6424222,89.6415852807,0.23785971223021582
3630,N7,LRP235a,Box Culvert,.,A,3.0,235.727,22.6341561133858,89.6419176724409,0.23785971223021582
3631,N7,LRP235b,Box Culvert,.,A,7.2,235.849,22.6330619559055,89.6419621496063,0.23785971223021582
3632,N7,LRP236a,Box Culvert,.,A,2.9,236.15,22.6303506586086,89.6420592109565,0.23785971223021582
3633,N7,LRP236b,Box Culvert,.,A,2.9,236.523,22.6269630401739,89.6422033511304,0.23785971223021582
3634,N7,LRP237a,Box Culvert,.,A,2.25,237.012,22.6225458402,89.6423811451,0.23785971223021582
3635,N7,LRP237b,Box Culvert,.,A,1.8,237.398,22.6190611094,89.6425205297,0.23785971223021582
3636,N7,LRP237c,Box Culvert,.,A,1.9,237.507,22.6180770792,89.6425598896,0.23785971223021582
3637,N7,LRP237d,Box Culvert,.,A,2.4,237.855,22.6162135041999,89.6426342762,0.23785971223021582
3638,N7,LRP238a,RCC Girder Bridge,Faila Bridge.,B,26.55,238.347,22.6139859988,89.6427231068,0.23785971223021582
3640,N7,LRP239a,Box Culvert,.,A,2.8,239.071,22.610708125,89.642853825,0.23785971223021582
3641,N7,LRP239b,Box Culvert,.,A,5.8,239.86,22.5976274031,89.6410195,0.23785971223021582
3642,N7,LRP240b,Box Culvert,.,A,1.9,240.853,22.5911781216885,89.6344412340611,0.23785971223021582
3643,N7,LRP241a,Box Culvert,.,A,2.5,241.351,22.5880732859437,89.6309470445783,0.23785971223021582
3644,N7,LRP241b,Box Culvert,.,A,2.5,241.555,22.5867761244979,89.6294905337349,0.23785971223021582
3645,N7,LRP241c,Box Culvert,.,A,1.0,241.944,22.5842946380952,89.6268220619047,0.23785971223021582
3646,N7,LRP242a,Box Culvert,.,A,1.85,242.814,22.5787531548,89.6208638993999,0.23785971223021582
3647,N7,LRP243a,RCC Girder Bridge,Bogra Bridge.,B,52.82,243.653,22.573765212987,89.6148953727272,0.23785971223021582
3649,N7,LRP244a,PC Girder Bridge,Tatulia bridge,A,31.22,244.297,22.5696673470588,89.610401074936,0.23785971223021582
3651,N7,LRP244c,Box Culvert,.,A,1.9,244.666,22.5673021475,89.6078166325,0.23785971223021582
3652,N7,LRP244d,Box Culvert,.,A,1.9,244.943,22.5655479896,89.6059084072,0.23785971223021582
3653,N7,LRP245a,Box Culvert,.,A,1.9,245.687,22.5608629753424,89.6007533534246,0.23785971223021582
3654,N7,LRP246a,RCC Girder Bridge,Balai Bridge.,B,56.43,246.112,22.5582889599315,89.5976940326484,0.23785971223021582
3656,N7,LRP247a,Box Culvert,.,A,2.5,247.14,22.5512739048,89.5918913744,0.23785971223021582
3657,N7,LRP247b,Box Culvert,.,A,2.5,247.713,22.546811529,89.5900268084,0.23785971223021582
3658,N7,LRP248a,Box Culvert,.,A,1.0,248.024,22.5439952684999,89.5900959126,0.23785971223021582
3659,N7,LRP248b,Box Culvert,.,A,2.4,248.202,22.5423833895,89.5901354642,0.23785971223021582
3660,N7,LRP248c,RCC Girder Bridge,Gona Bridge.,A,25.7,248.844,22.5365977656,89.5901164749,0.23785971223021582
3661,N702,LRP001a,Box Culvert,.,A,3.6,0.761,23.1713896594871,89.2129150933333,0.11023622047244094
3662,N702,LRP001b,Box Culvert,.,A,3.6,1.102,23.1736222407821,89.2140605262569,0.11023622047244094
3663,N702,LRP001c,Box Culvert,.,A,3.6,1.542,23.1772283585152,89.2142668829694,0.11023622047244094
3664,N702,LRP003a,Box Culvert,.,A,3.6,2.588,23.186733445631,89.214322945631,0.11023622047244094
3665,N702,LRP003b,Box Culvert,.,A,1.9,3.207,23.192352020792,89.2151182343564,0.11023622047244094
3666,N702,LRP004a,PC Girder Bridge,Katakhali Bridge,A,37.2,4.35,23.2021025024663,89.2184078316143,0.11023622047244094
3667,N702,LRP006a,Box Culvert,.,B,5.15,6.018,23.2152962333333,89.2260195575757,0.11023622047244094
3668,N702,LRP006b,Box Culvert,.,A,6.73,6.555,23.2195585697916,89.228741384375,0.11023622047244094
3669,N702,LRP007a,Box Culvert,.,A,6.74,7.035,23.2235469118644,89.2298698237288,0.11023622047244094
3670,N702,LRP008a,Box Culvert,.,A,3.65,7.637,23.2287758419354,89.2306706741935,0.11023622047244094
3671,N702,LRP009a,Box Culvert,.,A,1.85,8.571,23.2390253306853,89.2320366794392,0.11023622047244094
3672,N702,LRP009b,RCC Girder Bridge,Jagla Bridge,A,21.3,9.291,23.2434336614914,89.2317402949877,0.11023622047244094
3673,N702,LRP010a,Box Culvert,.,A,3.65,10.152,23.2503000280724,89.2332353527813,0.11023622047244094
3674,N702,LRP011a,Box Culvert,.,A,6.7,11.027,23.2571007537435,89.2367499427692,0.11023622047244094
3675,N702,LRP012a,Box Culvert,.,A,3.6,12.276,23.2789492508,89.2415802476,0.11023622047244094
3676,N702,LRP013a,RCC Girder Bridge,Arpara Bridge,A,91.86,13.096,23.272939483,89.2454945189999,0.11023622047244094
3677,N702,LRP014a,Box Culvert,.,A,3.65,13.681,23.2741419505,89.2506784965,0.11023622047244094
3678,N702,LRP015a,Box Culvert,.,A,6.9,14.758,23.2772968562893,89.2601466547169,0.11023622047244094
3679,N702,LRP015b,RCC Girder Bridge,.,C,7.0,15.01,23.2783879721649,89.2623267402061,0.11023622047244094
3680,N702,LRP016a,Box Culvert,.,A,10.0,15.613,23.2817208837113,89.2669541746391,0.11023622047244094
3681,N702,LRP018a,Box Culvert,.,A,5.2,17.692,23.2942340094059,89.2816434462871,0.11023622047244094
3682,N702,LRP019c,Box Culvert,.,A,10.0,19.103,23.3028740790588,89.2915176041176,0.11023622047244094
3683,N702,LRP021a,RCC Girder Bridge,Bridge over Chitra river,A,62.98,21.256,23.3157357936633,89.307205770099,0.11023622047244094
3684,N702,LRP024a,PC Girder Bridge,.,B,12.3,24.069,23.3353073227272,89.3257683060606,0.11023622047244094
3685,N702,LRP024c,Box Culvert,.,A,2.0,24.755,23.3400230530303,89.3300991141414,0.11023622047244094
3686,N702,LRP026a,Box Culvert,.,A,2.0,26.081,23.3490020715053,89.3384490505376,0.11023622047244094
3687,N702,LRP032a,Box Culvert,.,A,2.0,31.824,23.3856933618556,89.376338398969,0.11023622047244094
3688,N702,LRP033a,Box Culvert,.,A,2.0,33.148,23.3956550243542,89.3844675542435,0.11023622047244094
3689,N702,LRP033b,Box Culvert,.,A,4.9,33.743,23.3999829361581,89.3880500361581,0.11023622047244094
3690,N702,LRP034a,Box Culvert,.,A,2.0,34.573,23.4060152251592,89.3930741652866,0.11023622047244094
3691,N702,LRP035a,Box Culvert,.,A,2.0,34.862,23.4081627528662,89.3948126751592,0.11023622047244094
3692,N702,LRP035b,Box Culvert,.,A,2.0,35.099,23.4099163972361,89.3962033268844,0.11023622047244094
3693,N702,LRP035c,Box Culvert,.,A,2.0,35.351,23.4118024496677,89.3976192612956,0.11023622047244094
3694,N702,LRP036a,Box Culvert,.,A,6.85,35.809,23.4153105622923,89.3999653320598,0.11023622047244094
3695,N702,LRP036b,Box Culvert,.,A,2.0,36.425,23.4205584033277,89.4021184261231,0.11023622047244094
3696,N702,LRP037a,Box Culvert,.,A,3.6,37.258,23.4278724392156,89.4044428088235,0.11023622047244094
3697,N702,LRP038a,Box Culvert,.,A,2.0,38.454,23.4384356114478,89.4076869814814,0.11023622047244094
3698,N702,LRP040a,Box Culvert,.,A,2.0,39.759,23.4501806793103,89.4096503517241,0.11023622047244094
3699,N702,LRP040b,Box Culvert,.,A,2.0,40.316,23.4549309785317,89.4108551197997,0.11023622047244094
3700,N702,LRP041a,Box Culvert,.,A,2.0,40.969,23.4609753335294,89.4124312329411,0.11023622047244094
3701,N702,LRP043c,PC Girder Bridge,Katakhal Bridge,A,37.3,43.603,23.4843157768092,89.4188516975328,0.11023622047244094
3704,N703,LRPSa,Steel Beam & RCC Slab,.,A,21.7,0.141,23.542652425,89.189339925,0.09603960396039604
3705,N703,LRPSc,Box Culvert,.,A,2.35,0.261,23.5429670778846,89.1882338903846,0.09603960396039604
3706,N703,LRPSd,RCC Girder Bridge,.,B,134.45,0.508,23.5440023935483,89.1862021645161,0.09603960396039604
3708,N703,LRPSf,Slab Culvert,.,C,2.74,0.814,23.5435289337278,89.1836808106508,0.09603960396039604
3709,N703,LRP001a,Steel Beam & RCC Slab,.,A,7.33,1.009,23.542967528125,89.18200456875,0.09603960396039604
3710,N703,LRP001b,Slab Culvert,.,A,2.33,1.278,23.543677008365,89.1794925,0.09603960396039604
3711,N704,LRP003a,Box Culvert,.,A,24.66,3.006,23.5720529262626,89.1756766969696,0.3776491457380263
3712,N704,LRP004a,RCC Girder Bridge,.,C,17.9,3.783,23.5789665187256,89.1767576394018,0.3776491457380263
3713,N704,LRP005a,Box Culvert,.,C,30.8,4.288,23.5834756538745,89.1773686671586,0.3776491457380263
3714,N704,LRP007a,RCC Girder Bridge,.,C,9.98,6.678,23.6044944901507,89.1815026971859,0.3776491457380263
3715,N704,LRP009a,Slab Culvert,.,C,8.18,8.245,23.618149816,89.184782992,0.3776491457380263
3716,N704,LRP011a,Slab Culvert,.,A,2.83,10.123,23.6339645555555,89.1903401833333,0.3776491457380263
3717,N704,LRP012a,Box Culvert,.,A,6.81,11.087,23.6416936088024,89.1944950496417,0.3776491457380263
3718,N704,LRP012b,Box Culvert,.,A,10.0,11.355,23.6438271301944,89.195683713306,0.3776491457380263
3719,N704,LRP012d,Box Culvert,.,A,6.8,11.938,23.6484844603773,89.1982252933962,0.3776491457380263
3720,N704,LRP012c,RCC Girder Bridge,Chandi Pur Bridge,D,24.5,12.603,23.6543811241379,89.1985954965517,0.3776491457380263
3721,N704,LRP014a,Box Culvert,.,A,4.38,13.159,23.658869379637,89.1967267838709,0.3776491457380263
3722,N704,LRP014c,RCC Girder Bridge,.,A,24.45,13.855,23.6640925368951,89.1930043064516,0.3776491457380263
3723,N704,LRP014a,RCC Girder Bridge,Barda Bridge,C,98.5,14.09,23.6657817083892,89.1916217057046,0.3776491457380263
3724,N704,LRP016a,RCC Girder Bridge,Barda Bridge.,C,98.5,15.342,23.6746089126,89.1839711912,0.3776491457380263
3725,N704,LRP018a,Box Culvert,.,A,8.1,17.275,23.6881579225626,89.172108303064,0.3776491457380263
3726,N704,LRP019a,Box Culvert,.,A,4.07,18.31,23.6954265681102,89.1656825423228,0.3776491457380263
3727,N704,LRP020a,Slab Culvert,.,A,2.02,19.539,23.704500257868,89.1592841451776,0.3776491457380263
3728,N704,LRP024a,Box Culvert,.,A,3.0,23.068,23.7325141209109,89.1456030679089,0.3776491457380263
3729,N704,LRP025a,Box Culvert,.,A,4.28,24.085,23.7365710807174,89.1370700181614,0.3776491457380263
3730,N704,LRP026a,Slab Culvert,.,A,1.45,25.453,23.7456733228456,89.1286980410821,0.3776491457380263
3731,N704,LRP027a,Slab Culvert,.,A,2.0,26.507,23.7539742356837,89.1238590867521,0.3776491457380263
3732,N704,LRP028a,Box Culvert,.,A,3.48,27.058,23.758425369375,89.121433695625,0.3776491457380263
3733,N704,LRP027b,RCC Girder Bridge,Bittipara Bridge,C,33.95,27.456,23.7617074390624,89.1199480984375,0.3776491457380263
3734,N704,LRP029a,Box Culvert,.,A,3.47,28.074,23.7672174151515,89.1178953337373,0.3776491457380263
3735,N704,LRP029b,RCC Girder Bridge,.,A,33.8,28.708,23.7724469545454,89.1160457187878,0.3776491457380263
3736,N704,LRP032a,Slab Culvert,.,A,2.3,31.133,23.7935361117511,89.110675206682,0.3776491457380263
3737,N704,LRP032b,Box Culvert,.,A,3.46,31.379,23.7957246615207,89.1102579702764,0.3776491457380263
3738,N704,LRP033a,Slab Culvert,.,A,3.83,32.842,23.8086697437311,89.1078026844533,0.3776491457380263
3739,N704,LRP033b,RCC Girder Bridge,Balipara Bridge,C,26.9,33.373,23.8133388262295,89.1069303278688,0.3776491457380263
3740,N704,LRP035a,Slab Culvert,.,A,1.97,34.556,23.8239464561,89.1049551504,0.3776491457380263
3741,N704,LRP035b,RCC Girder Bridge,.,B,26.85,34.625,23.8245444584,89.1048439776,0.3776491457380263
3742,N704,LRP037a,Box Culvert,.,A,3.7,36.49,23.840561042814,89.1002865887437,0.3776491457380263
3743,N704,LRP038a,Slab Culvert,.,A,1.2,37.719,23.85069994,89.09827748,0.3776491457380263
3744,N704,LRP039a,Box Culvert,.,A,6.4,38.199,23.8549711773311,89.0989727319935,0.3776491457380263
3745,N704,LRP042a,Box Culvert,.,C,3.45,41.438,23.8809816272727,89.0937471272727,0.3776491457380263
3746,N704,LRP043b,Box Culvert,.,A,4.4,42.343,23.8844130666666,89.1020148923077,0.3776491457380263
3747,N704,LRP043c,Box Culvert,.,A,3.45,42.42,23.8846928333333,89.102705996923,0.3776491457380263
3748,N704,LRP043a,RCC Girder Bridge,,C,31.5,42.883,23.8868097374407,89.1065845436019,0.3776491457380263
3749,N704,LRP044a,Slab Culvert,.,C,4.85,43.487,23.8911611309677,89.1103093090322,0.3776491457380263
3750,N704,LRP045a,RCC Girder Bridge,.,A,31.4,44.135,23.895925835,89.1140187644898,0.3776491457380263
3751,N704,LRP048a,Arch Masonry,.,A,7.3,47.859,23.9185416344,89.1050705018,0.3776491457380263
3752,N704,LRP049a,Arch Masonry,.,A,3.92,48.8,23.9243780635294,89.0982117329411,0.3776491457380263
3753,N704,LRP051a,Box Culvert,.,C,3.37,50.023,23.9318793339285,89.0893320160714,0.3776491457380263
3754,N704,LRP053a,Box Culvert,.,C,6.2,51.966,23.9468581094316,89.0772473072551,0.3776491457380263
3755,N704,LRP054a,Box Culvert,.,A,6.95,53.041,23.9541131091999,89.0728967115,0.3776491457380263
3756,N704,LRP066e,PC Girder Bridge,,A,66.75,66.267,24.0370673297709,89.0138304958015,0.3776491457380263
3757,N704,LRP067a,Box Culvert,.,A,2.8,66.469,24.0387050424242,89.0130235909091,0.3776491457380263
3758,N704,LRP067b,Box Culvert,.,A,3.06,66.577,24.039592027027,89.0125615864864,0.3776491457380263
3759,N704,LRP068a,Box Culvert,.,A,1.98,66.742,24.0410566199367,89.0122990767932,0.3776491457380263
3760,N704,LRP068b,Box Culvert,.,A,1.95,66.921,24.0426930537974,89.012430192405,0.3776491457380263
3761,N704,LRP068c,Box Culvert,.,A,2.58,67.021,24.0436072626582,89.0125034413502,0.3776491457380263
3762,N704,LRP068d,Box Culvert,.,A,1.89,67.321,24.0463498892405,89.0127231881856,0.3776491457380263
3763,N704,LRP068e,PC Girder Bridge,.,A,65.56,67.519,24.0481600227848,89.012868221097,0.3776491457380263
3764,N704,LRP069b,Box Culvert,.,A,1.92,68.322,24.0550048838596,89.0140883452631,0.3776491457380263
3765,N704,LRP070a,Box Culvert,.,A,1.3,69.124,24.0616232042105,89.0168952942105,0.3776491457380263
3766,N704,LRP070b,Box Culvert,.,A,6.72,69.351,24.0622863809523,89.0186401988095,0.3776491457380263
3767,N704,LRP071a,Box Culvert,.,A,2.4,70.026,24.0639725075274,89.0247977010439,0.3776491457380263
3768,N704,LRP072a,PC Girder Bridge,Lalanshah Bridge,A,1786.0,70.656,24.0656261190659,89.0307112895055,0.3776491457380263
3769,N704,LRP073b,Box Culvert,.,A,3.05,73.269,24.0730810940506,89.0567456413924,0.3776491457380263
3770,N704,LRP074b,Box Culvert,.,A,1.88,74.152,24.0753689512953,89.0650209746114,0.3776491457380263
3771,N704,LRP075b,Box Culvert,.,A,6.7,75.485,24.07954874,89.0763776120833,0.32400932400932403
3772,N704,LRP076a,RCC Bridge,.,A,9.22,75.701,24.080733649229,89.0780699442731,0.32400932400932403
3773,N704,LRP076b,Box Culvert,.,A,1.87,76.468,24.0850044370044,89.0840300748898,0.32400932400932403
3774,N704,LRP077a,Box Culvert,.,A,1.65,76.708,24.0863083331958,89.0859033571134,0.32400932400932403
3775,N704,LRP077b,Box Culvert,.,A,1.42,77.106,24.0884510503092,89.0890148964948,0.32400932400932403
3776,N704,LRP078a,Box Culvert,.,A,1.42,77.762,24.0925250727272,89.0940952196172,0.32400932400932403
3777,N704,LRP079a,Box Culvert,.,A,1.4,78.726,24.1001338411764,89.1013900584313,0.32400932400932403
3778,N704,LRP079b,Box Culvert,.,A,1.42,79.028,24.1009399147058,89.1037258803921,0.32400932400932403
3779,N704,LRP080a,Box Culvert,.,A,1.69,79.735,24.1035069,89.109131925,0.32400932400932403
3780,N704,LRP081a,Box Culvert,.,A,6.7,80.901,24.1110982490234,89.1169860699218,0.32400932400932403
3781,N704,LRP081b,Box Culvert,.,A,1.42,81.128,24.1128283131147,89.1182570961748,0.32400932400932403
3782,N705,LRP003a,Box Culvert,.,B,12.2,3.29,24.100778569014,89.0812348464788,0.12219343696027633
3783,N705,LRP004a,RCC Girder Bridge,.,C,17.7,4.131,24.1081805404174,89.0788129347248,0.12219343696027633
3785,N705,LRP005a,Box Culvert,.,A,4.8,5.964,24.1174666623232,89.0859508582828,0.12219343696027633
3786,N706,LRP002b,Slab Culvert,.,C,4.2,2.855,23.1446894708333,89.1977219083333,0.4217627475030664
3787,N706,LRP002d,Box Culvert,.,A,3.6,2.932,23.1443330249999,89.19686631,0.4217627475030664
3788,N706,LRP003a,Box Culvert,.,A,10.18,3.515,23.1431214458984,89.1914044886718,0.4217627475030664
3789,N706,LRP005a,Box Culvert,.,A,3.6,5.983,23.1351408817525,89.1695503648453,0.4217627475030664
3790,N706,LRP007a,Box Culvert,.,A,2.0,7.167,23.129387987619,89.1573044095238,0.4217627475030664
3791,N706,LRP007b,Box Culvert,.,A,2.0,7.606,23.1287308589005,89.1534691806282,0.4217627475030664
3792,N706,LRP008a,Box Culvert,.,A,2.0,8.127,23.1283129363636,89.1504161890909,0.4217627475030664
3793,N706,LRP011a,Box Culvert,.,A,2.13,11.272,23.1180655106007,89.1222701173144,0.4217627475030664
3794,N706,LRP012a,Box Culvert,.,A,3.6,12.023,23.1138467935483,89.1167615370967,0.4217627475030664
3795,N706,LRP013a,Box Culvert,.,A,2.0,13.455,23.10560795,89.106008171,0.4217627475030664
3796,N706,LRP014b,RCC Girder Bridge,Kapotakkha Bridge.,C,118.67,14.349,23.1004638150943,89.0992103679245,0.4217627475030664
3798,N706,LRP014d,Box Culvert,.,A,3.6,14.604,23.0992532942029,89.0973849101449,0.4217627475030664
3799,N706,LRP014e,Box Culvert,.,A,4.6,14.94,23.0981198575757,89.0942867272727,0.4217627475030664
3800,N706,LRP016a,Box Culvert,.,A,1.9,15.98,23.0957722633663,89.0845917564356,0.4217627475030664
3801,N706,LRP019a,Box Culvert,.,A,3.6,19.387,23.0806739203271,89.0579569831775,0.4217627475030664
3802,N706,LRP019b,Box Culvert,.,C,6.77,19.633,23.0800856660447,89.0558800817164,0.4217627475030664
3803,N706,LRP021a,Box Culvert,.,A,6.95,21.777,23.0721472760817,89.0371889344951,0.4217627475030664
3804,N706,LRP021b,Box Culvert,.,A,3.6,21.951,23.0715217346666,89.03557707,0.4217627475030664
3805,N706,LRP022a,Box Culvert,.,A,3.6,22.552,23.0695128693467,89.0300860492462,0.4217627475030664
3806,N706,LRP023a,Box Culvert,.,A,3.6,23.288,23.0669847077738,89.0236223469964,0.4217627475030664
3807,N706,LRP024a,Box Culvert,.,A,3.62,24.825,23.0608045563482,89.0101569295042,0.4217627475030664
3808,N706,LRP024b,Box Culvert,.,A,3.6,24.881,23.0605882419588,89.0096641159613,0.4217627475030664
3809,N706,LRP025a,RCC Girder Bridge,Betna Bridge,B,44.14,25.511,23.0584255955102,89.004116005102,0.4217627475030664
3811,N706,LRP027a,Box Culvert,.,A,2.0,27.071,23.0573937732673,88.9889811635643,0.4217627475030664
3812,N706,LRP030a,Box Culvert,.,A,5.9,30.109,23.0556766131372,88.9593937841176,0.4217627475030664
3813,N706,LRP032a,Box Culvert,.,A,47.2,32.105,23.0538125751356,88.9390037965642,0.4217627475030664
3814,N706,LRP032c,RCC Bridge,Amrakhali Bridge-2,A,30.0,32.436,23.0536259398496,88.9370236796992,0.4217627475030664
3816,N706,LRP033a,Arch Masonry,.,A,2.27,33.296,23.0516021019607,88.9290167794117,0.4217627475030664
3817,N707,LRP001a,Arch Masonry,.,A,3.0,0.362,23.1769637855421,89.1960108093373,0.22729818385470837
3818,N707,LRP001b,Arch Masonry,.,A,3.2,0.851,23.173649779518,89.1989976861445,0.22729818385470837
3819,N707,LRP003b,Arch Masonry,.,B,1.2,2.295,23.166299718421,89.2100212394736,0.22729818385470837
3820,N707,LRP003e,Slab Culvert,.,A,2.5,2.648,23.1655192295454,89.2129138375,0.22729818385470837
3821,N707,LRP003h,Arch Masonry,.,C,2.5,3.149,23.1643359455026,89.217462415873,0.22729818385470837
3822,N708,LRPSa,Box Culvert,.,A,1.5,0.337,23.180555225,89.19403784875,0.07209227811598846
3823,N708,LRP001a,Baily with Steel Deck,Bablatola Bridge,C,24.36,1.673,23.1761047048706,89.2061875840182,0.07209227811598846
3825,N708,LRP003b,RCC Girder Bridge,.,B,22.6,3.574,23.1717304330275,89.2202524539449,0.07209227811598846
3827,N711,LRPSc,Box Culvert,.,A,1.7,0.274,23.0397347898285,88.8906865510857,0.1853211009174312
3828,N711,LRPSd,Box Culvert,.,A,2.3,0.999,23.04138471,88.897514624,0.1853211009174312
3829,N711,LRP001a,Box Culvert,.,A,2.3,1.18,23.0411174101694,88.8991970067796,0.1853211009174312
3830,N711,LRP001b,Box Culvert,.,A,2.3,1.211,23.0410707052542,88.8994845501694,0.1853211009174312
3831,N711,LRP001d,Box Culvert,.,A,3.03,1.27,23.0409818152542,88.9000318101695,0.1853211009174312
3832,N8,LRP002c,PC Girder Bridge,Postagola Bridge,A,847.9,2.587,23.6839104773109,90.4233107462184,0.0909900549205878
3834,N8,LRP004a,Box Culvert,EQURIA CULVERT,C,6.1,4.591,23.675992885849,90.4066694429245,0.0909900549205878
3835,N8,LRP005a,Box Culvert,TAHORIA CUL,A,5.5,5.113,23.6729410131147,90.4027918852459,0.0909900549205878
3836,N8,LRP005b,Box Culvert,THAHORIA CUL,A,10.4,5.358,23.6714812697674,90.4008882023255,0.0909900549205878
3837,N8,LRP005d,Box Culvert,THAGORIA BRIDGE,A,10.5,5.686,23.6695619207792,90.3984643987013,0.0909900549205878
3838,N8,LRP006a,Box Culvert,MOLLABARI CUL,A,6.1,6.991,23.6629603945205,90.3882108602739,0.0909900549205878
