road,lat,lon,model_type,road_to,condition,length,id,name
N2,25.1589167,92.1001389,bridge,,B,740,1002824,bridge 1393
N2,25.1643889,92.0961108,link,,,759,1002825,link 1411
N2,25.1645556,92.0960274,bridge,,B,990,1002826,bridge 1394
N2,25.1712216,92.0903052,link,,,4877,1002827,link 1412
N2,25.1772493,92.0558889,bridge,,A,112,1002828,bridge 1395
N2,25.1767493,92.0549722,link,,,201,1002829,link 1413
N2,25.1763882,92.0542222,bridge,,A,911,1002830,bridge 1396
N2,25.1777216,92.0455552,link,,,3317,1002831,link 1414
N2,25.1783049,92.0261938,bridge,,A,444,1002832,bridge 1397
N2,25.1765688,92.02688825,link,,,444,1002833,link 1415
N2,25.1748327,92.0275827,bridge,,A,319,1002834,bridge 1398
N2,25.173416,92.0227771,link,,,678,1002835,link 1416
N2,25.1719438,92.0199716,bridge,,A,158,1002836,bridge 1399
N2,25.17151325,92.01938825,link,,,158,1002837,link 1417
N2,25.1710827,92.0188049,bridge,,A,307,1002838,bridge 1400
N2,25.1700549,92.0163889,link,,,602,1002839,link 1418
N2,25.1679438,92.0179993,bridge,,B,324,1002840,bridge 1401
N2,25.16654135,92.0181382,link,,,324,1002841,link 1419
N2,25.1651389,92.0182771,bridge,,A,380,1002842,bridge 1402
N2,25.1628889,92.0171104,link,,,464,1002843,link 1420
N2,25.1613333,92.0172771,bridge,,A,237,1002844,bridge 1403
N2,25.16054165,92.01737435,link,,,237,1002845,link 1421
N2,25.15975,92.0174716,bridge,,A,256,1002846,bridge 1404
N2,25.1584028,92.0175549,link,,,256,1002847,link 1422
N2,25.1570556,92.0176382,sourcesink,,,0,1002848,sourcesink
N204,24.1479163,91.3466108,intersection,N2,,545,1002210,intersection
N204,24.2673882,91.4771382,intersection,N2,,0,1002338,intersection
N204,24.14813855,91.34899985,link,,,545,1002850,link 1423
N204,24.1483608,91.3513889,bridge,,A,84,1002851,bridge 1405
N204,24.1475552,91.3513611,link,,,261,1002852,link 1424
N204,24.1460274,91.3513056,bridge,,A,229,1002853,bridge 1406
N204,24.14501355,91.35123615,link,,,229,1002854,link 1425
N204,24.1439997,91.3511667,bridge,,A,472,1002855,bridge 1407
N204,24.14188855,91.35125,link,,,472,1002856,link 1426
N204,24.1397774,91.3513333,bridge,,A,121,1002857,bridge 1408
N204,24.1386663,91.3514444,link,,,357,1002858,link 1427
N204,24.1369163,91.3516111,bridge,,A,460,1002859,bridge 1409
N204,24.1328327,91.352,link,,,500,1002860,link 1428
N204,24.1324993,91.3520556,bridge,,A,960,1002861,bridge 1410
N204,24.1310549,91.3608056,link,,,6125,1002862,link 1429
N204,24.125166,91.4091944,bridge,,A,368,1002863,bridge 1411
N204,24.1246382,91.4108611,link,,,368,1002864,link 1430
N204,24.1241104,91.4125278,bridge,,A,320,1002865,bridge 1412
N204,24.1235271,91.4156111,link,,,1993,1002866,link 1431
N204,24.1285549,91.4302771,bridge,,A,326,1002867,bridge 1413
N204,24.1283604,91.4334997,link,,,495,1002868,link 1432
N204,24.1281382,91.435083,bridge,,A,388,1002869,bridge 1414
N204,24.1276382,91.43677745,link,,,388,1002870,link 1433
N204,24.1271382,91.4384719,bridge,,A,442,1002871,bridge 1415
N204,24.1269716,91.4427774,link,,,458,1002872,link 1434
N204,24.1269438,91.4428886,bridge,,A,445,1002873,bridge 1416
N204,24.12724935,91.44479135,link,,,445,1002874,link 1435
N204,24.1275549,91.4466941,bridge,,B,539,1002875,bridge 1417
N204,24.1272493,91.4514444,link,,,612,1002876,link 1436
N204,24.1274438,91.4520556,bridge,,A,137,1002877,bridge 1418
N204,24.1274577,91.45219445,link,,,137,1002878,link 1437
N204,24.1274716,91.4523333,bridge,,C,139,1002879,bridge 1419
N204,24.1281104,91.4545556,link,,,1211,1002880,link 1438
N204,24.1279438,91.4640278,bridge,,B,205,1002881,bridge 1420
N204,24.1280271,91.46522225,link,,,205,1002882,link 1439
N204,24.1281104,91.4664167,bridge,,A,358,1002883,bridge 1421
N204,24.12883265,91.467333,link,,,358,1002884,link 1440
N204,24.1295549,91.4682493,bridge,,A,304,1002885,bridge 1422
N204,24.13073545,91.46919375,link,,,304,1002886,link 1441
N204,24.131916,91.4701382,bridge,,A,59,1002887,bridge 1423
N204,24.1322216,91.4705827,link,,,257,1002888,link 1442
N204,24.1326938,91.4723882,bridge,,C,563,1002889,bridge 1424
N204,24.13374084,91.47471465,link,,,563,1002890,link 1443
N204,24.13478788,91.47704109,bridge,,B,262,1002891,bridge 1425
N204,24.13597709,91.47808965,link,,,262,1002892,link 1444
N204,24.1371663,91.4791382,bridge,,A,166,1002893,bridge 1426
N204,24.137833,91.4795549,link,,,312,1002894,link 1445
N204,24.1387774,91.4803604,bridge,,A,446,1002895,bridge 1427
N204,24.1404024,91.4816521,link,,,446,1002896,link 1446
N204,24.1420274,91.4829438,bridge,,A,260,1002897,bridge 1428
N204,24.14311075,91.4831662,link,,,260,1002898,link 1447
N204,24.1441941,91.4833886,bridge,,A,146,1002899,bridge 1429
N204,24.1453608,91.4838886,link,,,2271,1002900,link 1448
N204,24.162,91.4921663,bridge,,A,165,1002901,bridge 1430
N204,24.1629722,91.4932219,link,,,967,1002902,link 1449
N204,24.1629722,91.4973886,bridge,,B,198,1002903,bridge 1431
N204,24.1703882,91.4986941,link,,,440,1002904,link 1450
N204,24.1721382,91.5000833,bridge,,A,27,1002905,bridge 1432
N204,24.17219375,91.50019445,link,,,27,1002906,link 1451
N204,24.1722493,91.5003056,bridge,,B,194,1002907,bridge 1433
N204,24.172666,91.501125,link,,,194,1002908,link 1452
N204,24.1730827,91.5019444,bridge,,A,535,1002909,bridge 1434
N204,24.1727771,91.5067222,link,,,1594,1002910,link 1453
N204,24.1789438,91.5126667,bridge,,A,341,1002911,bridge 1435
N204,24.1801938,91.51272225,link,,,341,1002912,link 1454
N204,24.1814438,91.5127778,bridge,,A,493,1002913,bridge 1436
N204,24.18372175,91.5131389,link,,,493,1002914,link 1455
N204,24.1859997,91.5135,bridge,,A,104,1002915,bridge 1437
N204,24.1873886,91.5135833,link,,,432,1002916,link 1456
N204,24.1895274,91.5157222,bridge,,A,569,1002917,bridge 1438
N204,24.1914441,91.51699965,link,,,569,1002918,link 1457
N204,24.1933608,91.5182771,bridge,,A,102,1002919,bridge 1439
N204,24.1942497,91.5196104,link,,,1651,1002920,link 1458
N204,24.2063889,91.5144444,bridge,,C,450,1002921,bridge 1440
N204,24.2100833,91.5126667,link,,,1354,1002922,link 1459
N204,24.2174716,91.5098889,bridge,,B,96,1002923,bridge 1441
N204,24.219416,91.5091111,link,,,289,1002924,link 1460
N204,24.2211938,91.5084722,bridge,,A,760,1002925,bridge 1442
N204,24.22434655,91.50727775,link,,,760,1002926,link 1461
N204,24.2274993,91.5060833,bridge,,B,45,1002927,bridge 1443
N204,24.227916,91.5059444,link,,,393,1002928,link 1462
N204,24.2308049,91.5048611,bridge,,B,403,1002929,bridge 1444
N204,24.2339441,91.5036667,link,,,2818,1002930,link 1463
N204,24.2523333,91.4913052,bridge,,A,182,1002931,bridge 1445
N204,24.2529167,91.4906941,link,,,405,1002932,link 1464
N204,24.255,91.4885274,bridge,,A,8,1002933,bridge 1446
N204,24.2596389,91.4841386,link,,,952,1002934,link 1465
N204,24.2615,91.482416,bridge,,A,189,1002935,bridge 1447
N204,24.2620972,91.4818188,link,,,189,1002936,link 1466
N204,24.2626944,91.4812216,bridge,,A,536,1002937,bridge 1448
N204,24.2665556,91.4778604,link,,,563,1002938,link 1467
N204,24.2667493,91.4776938,bridge,,B,134,1002939,bridge 1449
N204,24.26706875,91.477416,link,,,134,1002940,link 1468
N207,24.2948608,91.51025,intersection,N2,,226,1002350,intersection
N207,24.6263327,91.6775271,intersection,N2,,0,1002616,intersection
N207,24.29563855,91.51116665,link,,,226,1002943,link 1469
N207,24.2964163,91.5120833,bridge,,D,231,1002944,bridge 1450
N207,24.29699965,91.51280555,link,,,231,1002945,link 1470
N207,24.297583,91.5135278,bridge,,A,542,1002946,bridge 1451
N207,24.2967774,91.5188049,link,,,1057,1002947,link 1471
N207,24.2958608,91.5238049,bridge,,A,485,1002948,bridge 1452
N207,24.2951108,91.528416,link,,,1378,1002949,link 1472
N207,24.2936663,91.5370552,bridge,,D,97,1002950,bridge 1453
N207,24.2935274,91.5379163,link,,,970,1002951,link 1473
N207,24.2929719,91.5463886,bridge,,A,137,1002952,bridge 1454
N207,24.2927497,91.5479163,link,,,2736,1002953,link 1474
N207,24.2895274,91.5713049,bridge,,B,400,1002954,bridge 1455
N207,24.2916663,91.5747771,link,,,1532,1002955,link 1475
N207,24.2949441,91.5846663,bridge,,A,682,1002956,bridge 1456
N207,24.2946941,91.5874163,link,,,682,1002957,link 1476
N207,24.2944441,91.5901663,bridge,,A,185,1002958,bridge 1457
N207,24.2944163,91.592083,link,,,260,1002959,link 1477
N207,24.2944719,91.592833,bridge,,A,192,1002960,bridge 1458
N207,24.2947219,91.5936802,link,,,192,1002961,link 1478
N207,24.2949719,91.5945274,bridge,,A,160,1002962,bridge 1459
N207,24.29554135,91.5960274,link,,,160,1002963,link 1479
N207,24.2961108,91.5975274,bridge,,A,573,1002964,bridge 1460
N207,24.2964441,91.6011944,link,,,784,1002965,link 1480
N207,24.2957774,91.6028889,bridge,,B,788,1002966,bridge 1461
N207,24.2920552,91.6091389,link,,,2269,1002967,link 1481
N207,24.2932774,91.6223882,bridge,,A,369,1002968,bridge 1462
N207,24.2947774,91.6238327,link,,,2199,1002969,link 1482
N207,24.299333,91.639083,bridge,,A,169,1002970,bridge 1463
N207,24.3000556,91.6418886,link,,,2495,1002971,link 1483
N207,24.3016389,91.6646111,bridge,,D,495,1002972,bridge 1464
N207,24.30209725,91.66699965,link,,,495,1002973,link 1484
N207,24.3025556,91.6693882,bridge,,B,184,1002974,bridge 1465
N207,24.3029167,91.671166,link,,,493,1002975,link 1485
N207,24.3035,91.6740827,bridge,,A,635,1002976,bridge 1466
N207,24.30408335,91.67701325,link,,,635,1002977,link 1486
N207,24.3046667,91.6799438,bridge,,B,9,1002978,bridge 1467
N207,24.3047778,91.6802771,link,,,129,1002979,link 1487
N207,24.305,91.6813882,bridge,,C,910,1002980,bridge 1468
N207,24.3030278,91.6901663,link,,,958,1002981,link 1488
N207,24.3029167,91.690583,bridge,,A,320,1002982,bridge 1469
N207,24.3025278,91.6921108,link,,,320,1002983,link 1489
N207,24.3021389,91.6936386,bridge,,B,641,1002984,bridge 1470
N207,24.3019444,91.7000278,link,,,1176,1002985,link 1490
N207,24.3018611,91.7052222,bridge,,B,458,1002986,bridge 1471
N207,24.3016944,91.7096944,link,,,1379,1002987,link 1491
N207,24.3025556,91.7185271,bridge,,B,79,1002988,bridge 1472
N207,24.3030278,91.719166,link,,,1048,1002989,link 1492
N207,24.3084167,91.7265827,bridge,,A,41,1002990,bridge 1473
N207,24.3085278,91.7270549,link,,,1147,1002991,link 1493
N207,24.3146944,91.7338052,bridge,,A,283,1002992,bridge 1474
N207,24.31587465,91.7343052,link,,,283,1002993,link 1494
N207,24.3170549,91.7348052,bridge,,A,237,1002994,bridge 1475
N207,24.31808265,91.7350969,link,,,237,1002995,link 1495
N207,24.3191104,91.7353886,bridge,,A,217,1002996,bridge 1476
N207,24.320041,91.7356386,link,,,217,1002997,link 1496
N207,24.3209716,91.7358886,bridge,,A,153,1002998,bridge 1477
N207,24.3224993,91.7363608,link,,,285,1002999,link 1497
N207,24.3236104,91.7365552,bridge,,A,576,1003000,bridge 1478
N207,24.3261243,91.73713855,link,,,576,1003001,link 1498
N207,24.3286382,91.7377219,bridge,,A,292,1003002,bridge 1479
N207,24.3311938,91.7383886,link,,,333,1003003,link 1499
N207,24.3315271,91.7384997,bridge,,A,346,1003004,bridge 1480
N207,24.33295785,91.7391247,link,,,346,1003005,link 1500
N207,24.3343886,91.7397497,bridge,,A,499,1003006,bridge 1481
N207,24.3365136,91.7403608,link,,,499,1003007,link 1501
N207,24.3386386,91.7409719,bridge,,C,117,1003008,bridge 1482
N207,24.3397219,91.741333,link,,,381,1003009,link 1502
N207,24.3417497,91.7425552,bridge,,A,397,1003010,bridge 1483
N207,24.34331915,91.74352745,link,,,397,1003011,link 1503
N207,24.3448886,91.7444997,bridge,,A,343,1003012,bridge 1484
N207,24.3478608,91.7457219,link,,,707,1003013,link 1504
N207,24.3509444,91.7469163,bridge,,A,172,1003014,bridge 1485
N207,24.35166665,91.74715245,link,,,172,1003015,link 1505
N207,24.3523889,91.7473886,bridge,,A,298,1003016,bridge 1486
N207,24.35369445,91.7477219,link,,,298,1003017,link 1506
N207,24.355,91.7480552,bridge,,A,160,1003018,bridge 1487
N207,24.3564167,91.7483608,link,,,292,1003019,link 1507
N207,24.3569444,91.7484997,bridge,,A,307,1003020,bridge 1488
N207,24.35679165,91.74890245,link,,,307,1003021,link 1508
N207,24.3566389,91.7493052,bridge,,A,532,1003022,bridge 1489
N207,24.36075009,91.74947704,link,,,532,1003023,link 1509
N207,24.36486128,91.74964889,bridge,,A,27,1003024,bridge 1490
N207,24.3652778,91.7496663,link,,,577,1003025,link 1510
N207,24.3702493,91.7498608,bridge,,B,419,1003026,bridge 1491
N207,24.3739716,91.7500556,link,,,1014,1003027,link 1511
N207,24.3792216,91.7506389,bridge,,A,260,1003028,bridge 1492
N207,24.3803466,91.7508889,link,,,260,1003029,link 1512
N207,24.3814716,91.7511389,bridge,,A,119,1003030,bridge 1493
N207,24.3824716,91.7513889,link,,,254,1003031,link 1513
N207,24.38357632,91.75181041,bridge,,A,381,1003032,bridge 1494
N207,24.38513521,91.7524052,link,,,381,1003033,link 1514
N207,24.3866941,91.753,bridge,,A,484,1003034,bridge 1495
N207,24.3909997,91.7539167,link,,,736,1003035,link 1515
N207,24.3931663,91.7542222,bridge,,A,838,1003036,bridge 1496
N207,24.4007778,91.75475,link,,,1599,1003037,link 1516
N207,24.4075833,91.7547222,bridge,,A,238,1003038,bridge 1497
N207,24.4098056,91.7550278,link,,,553,1003039,link 1517
N207,24.4125,91.7556389,bridge,,B,685,1003040,bridge 1498
N207,24.4184993,91.7573056,link,,,772,1003041,link 1518
N207,24.4192216,91.7575,bridge,,C,329,1003042,bridge 1499
N207,24.42062435,91.7579028,link,,,329,1003043,link 1519
N207,24.4220271,91.7583056,bridge,,C,465,1003044,bridge 1500
N207,24.42406875,91.75856945,link,,,465,1003045,link 1520
N207,24.4261104,91.7588333,bridge,,D,147,1003046,bridge 1501
N207,24.4276104,91.759,link,,,792,1003047,link 1521
N207,24.433166,91.7601389,bridge,,A,250,1003048,bridge 1502
N207,24.4342217,91.7605278,link,,,250,1003049,link 1522
N207,24.4352774,91.7609167,bridge,,B,105,1003050,bridge 1503
N207,24.4361941,91.7612222,link,,,339,1003051,link 1523
N207,24.4381941,91.7619167,bridge,,C,547,1003052,bridge 1504
N207,24.4405552,91.76159725,link,,,547,1003053,link 1524
N207,24.4429163,91.7612778,bridge,,A,218,1003054,bridge 1505
N207,24.4450274,91.7614167,link,,,545,1003055,link 1525
N207,24.4478886,91.7616111,bridge,,A,263,1003056,bridge 1506
N207,24.4490415,91.7617361,link,,,263,1003057,link 1526
N207,24.4501944,91.7618611,bridge,,C,408,1003058,bridge 1507
N207,24.4538611,91.7623333,link,,,541,1003059,link 1527
N207,24.4550278,91.7624722,bridge,,B,527,1003060,bridge 1508
N207,24.4573611,91.762875,link,,,527,1003061,link 1528
N207,24.4596944,91.7632778,bridge,,B,330,1003062,bridge 1509
N207,24.4626389,91.7640278,link,,,1282,1003063,link 1529
N207,24.4693882,91.7656667,bridge,,A,38,1003064,bridge 1510
N207,24.4713604,91.7654722,link,,,278,1003065,link 1530
N207,24.4734716,91.7654722,bridge,,B,759,1003066,bridge 1511
N207,24.47983521,91.76414726,link,,,4464,1003067,link 1531
N207,24.4967497,91.7432219,bridge,,C,329,1003068,bridge 1512
N207,24.4972774,91.7427219,link,,,381,1003069,link 1532
N207,24.4972774,91.7396108,bridge,,A,472,1003070,bridge 1513
N207,24.4980413,91.7375691,link,,,472,1003071,link 1533
N207,24.4988052,91.7355274,bridge,,A,496,1003072,bridge 1514
N207,24.5030278,91.7360274,link,,,2957,1003073,link 1534
N207,24.5185549,91.7301382,bridge,,A,448,1003074,bridge 1515
N207,24.52049935,91.7305132,link,,,448,1003075,link 1535
N207,24.5224438,91.7308882,bridge,,A,25,1003076,bridge 1516
N207,24.5226104,91.730916,link,,,319,1003077,link 1536
N207,24.5249993,91.7320271,bridge,,A,706,1003078,bridge 1517
N207,24.5307771,91.7341386,link,,,1200,1003079,link 1537
N207,24.5348886,91.733583,bridge,,C,495,1003080,bridge 1518
N207,24.5390274,91.7317771,link,,,2064,1003081,link 1538
N207,24.5524444,91.7286104,bridge,,A,400,1003082,bridge 1519
N207,24.5558611,91.7274993,link,,,1106,1003083,link 1539
N207,24.5609444,91.7236382,bridge,,C,294,1003084,bridge 1520
N207,24.5636667,91.7225549,link,,,536,1003085,link 1540
N207,24.5657222,91.7222771,bridge,,A,677,1003086,bridge 1521
N207,24.5717216,91.7228327,link,,,3222,1003087,link 1541
N207,24.577916,91.7049444,bridge,,A,410,1003088,bridge 1522
N207,24.578166,91.7009167,link,,,809,1003089,link 1542
N207,24.5770549,91.6972774,bridge,,B,422,1003090,bridge 1523
N207,24.5766799,91.69526355,link,,,422,1003091,link 1543
N207,24.5763049,91.6932497,bridge,,A,164,1003092,bridge 1524
N207,24.5761382,91.6918608,link,,,470,1003093,link 1544
N207,24.576666,91.6888886,bridge,,A,703,1003094,bridge 1525
N207,24.5821104,91.6871108,link,,,899,1003095,link 1545
N207,24.5837774,91.6868052,bridge,,B,753,1003096,bridge 1526
N207,24.5894997,91.6839441,link,,,1109,1003097,link 1546
N207,24.5918052,91.6817216,bridge,,B,662,1003098,bridge 1527
N207,24.59477745,91.6813466,link,,,662,1003099,link 1547
N207,24.5977497,91.6809716,bridge,,A,20,1003100,bridge 1528
N207,24.598083,91.6809716,link,,,1396,1003101,link 1548
N207,24.6095556,91.6780271,bridge,,D,594,1003102,bridge 1529
N207,24.6150556,91.6772216,link,,,1894,1003103,link 1549
N208,24.8775549,91.8753604,intersection,N2,,0,1002712,intersection
N208,24.4713604,91.7655556,intersection,N207,,1000,1003105,intersection
N208,24.4757216,91.7727771,link,,,1305,1003106,link 1550
N208,24.4756382,91.7758049,bridge,,A,515,1003107,bridge 1530
N208,24.4756799,91.77576325,link,,,515,1003108,link 1551
N208,24.4757216,91.7757216,bridge,,A,179,1003109,bridge 1531
N208,24.4809716,91.7777216,link,,,688,1003110,link 1552
N208,24.4852497,91.7766382,bridge,,C,491,1003111,bridge 1532
N208,24.489333,91.7751104,link,,,991,1003112,link 1553
N208,24.4936941,91.7742216,bridge,,B,500,1003113,bridge 1533
N208,24.4978886,91.7734993,link,,,1113,1003114,link 1554
N208,24.5006389,91.7786382,bridge,,A,386,1003115,bridge 1534
N208,24.5017778,91.7823327,link,,,769,1003116,link 1555
N208,24.5028056,91.7859441,bridge,,A,472,1003117,bridge 1535
N208,24.50320835,91.788208,link,,,472,1003118,link 1556
N208,24.5036111,91.7904719,bridge,,C,28,1003119,bridge 1536
N208,24.5036389,91.7907774,link,,,673,1003120,link 1557
N208,24.5031944,91.7970274,bridge,,A,355,1003121,bridge 1537
N208,24.5028056,91.8006111,link,,,415,1003122,link 1558
N208,24.5027222,91.8011667,bridge,,B,56,1003123,bridge 1538
N208,24.5027083,91.80144445,link,,,56,1003124,link 1559
N208,24.5026944,91.8017222,bridge,,A,884,1003125,bridge 1539
N208,24.5015556,91.8103611,link,,,1585,1003126,link 1560
N208,24.5007778,91.8167216,bridge,,B,299,1003127,bridge 1540
N208,24.5018333,91.8195271,link,,,837,1003128,link 1561
N208,24.50375,91.8243327,bridge,,A,412,1003129,bridge 1541
N208,24.50525,91.8280271,link,,,510,1003130,link 1562
N208,24.5055278,91.828916,bridge,,B,339,1003131,bridge 1542
N208,24.50608335,91.83049935,link,,,339,1003132,link 1563
N208,24.5066389,91.8320827,bridge,,A,562,1003133,bridge 1543
N208,24.5093333,91.836833,link,,,1195,1003134,link 1564
N208,24.5126667,91.841833,bridge,,A,169,1003135,bridge 1544
N208,24.51306945,91.84251355,link,,,169,1003136,link 1565
N208,24.5134722,91.8431941,bridge,,B,162,1003137,bridge 1545
N208,24.51425,91.8444719,link,,,528,1003138,link 1566
N208,24.5160278,91.8474997,bridge,,A,634,1003139,bridge 1546
N208,24.5176382,91.8535,link,,,651,1003140,link 1567
N208,24.517666,91.8536389,bridge,,A,643,1003141,bridge 1547
N208,24.5179438,91.8599722,link,,,652,1003142,link 1568
N208,24.5179716,91.8599722,bridge,,A,330,1003143,bridge 1548
N208,24.5204438,91.8619167,link,,,791,1003144,link 1569
N208,24.5240827,91.8640833,bridge,,A,202,1003145,bridge 1549
N208,24.525666,91.865,link,,,346,1003146,link 1570
N208,24.5268049,91.8656667,bridge,,A,855,1003147,bridge 1550
N208,24.5337497,91.869166,link,,,916,1003148,link 1571
N208,24.5342497,91.8692493,bridge,,B,171,1003149,bridge 1551
N208,24.53501355,91.86942985,link,,,171,1003150,link 1572
N208,24.5357774,91.8696104,bridge,,A,768,1003151,bridge 1552
N208,24.5410552,91.8741382,link,,,849,1003152,link 1573
N208,24.541583,91.874666,bridge,,A,408,1003153,bridge 1553
N208,24.54299965,91.8758882,link,,,408,1003154,link 1574
N208,24.5444163,91.8771104,bridge,,B,510,1003155,bridge 1554
N208,24.5484441,91.8796104,link,,,936,1003156,link 1575
N208,24.552,91.8809716,bridge,,A,574,1003157,bridge 1555
N208,24.5570833,91.8820827,link,,,660,1003158,link 1576
N208,24.5578056,91.8821938,bridge,,C,914,1003159,bridge 1556
N208,24.5656944,91.8848608,link,,,1209,1003160,link 1577
N208,24.5681382,91.8859441,bridge,,A,503,1003161,bridge 1557
N208,24.57006875,91.8871941,link,,,503,1003162,link 1578
N208,24.5719993,91.8884441,bridge,,A,144,1003163,bridge 1558
N208,24.57258265,91.88865245,link,,,144,1003164,link 1579
N208,24.573166,91.8888608,bridge,,A,56,1003165,bridge 1559
N208,24.57386211,91.88910649,link,,,231,1003166,link 1580
N208,24.5759993,91.8898608,bridge,,B,253,1003167,bridge 1560
N208,24.5766521,91.8902497,link,,,253,1003168,link 1581
N208,24.5773049,91.8906386,bridge,,A,571,1003169,bridge 1561
N208,24.5818604,91.8931941,link,,,606,1003170,link 1582
N208,24.5819993,91.8932497,bridge,,B,733,1003171,bridge 1562
N208,24.5852217,91.89404135,link,,,733,1003172,link 1583
N208,24.5884441,91.894833,bridge,,C,178,1003173,bridge 1563
N208,24.58916635,91.8952219,link,,,178,1003174,link 1584
N208,24.5898886,91.8956108,bridge,,A,53,1003175,bridge 1564
N208,24.5902774,91.8960552,link,,,397,1003176,link 1585
N208,24.5930552,91.8979997,bridge,,A,333,1003177,bridge 1565
N208,24.5944302,91.89829135,link,,,333,1003178,link 1586
N208,24.5958052,91.898583,bridge,,B,131,1003179,bridge 1566
N208,24.596208,91.8987219,link,,,131,1003180,link 1587
N208,24.5966108,91.8988608,bridge,,A,177,1003181,bridge 1567
N208,24.5973747,91.89905525,link,,,177,1003182,link 1588
N208,24.5981386,91.8992497,bridge,,B,12,1003183,bridge 1568
N208,24.5983886,91.899333,link,,,334,1003184,link 1589
N208,24.6011389,91.9003333,bridge,,A,420,1003185,bridge 1569
N208,24.60284725,91.901125,link,,,420,1003186,link 1590
N208,24.6045556,91.9019167,bridge,,A,257,1003187,bridge 1570
N208,24.6067222,91.9029722,link,,,407,1003188,link 1591
N208,24.6079722,91.9035,bridge,,A,441,1003189,bridge 1571
N208,24.60980555,91.90420835,link,,,441,1003190,link 1592
N208,24.6116389,91.9049167,bridge,,A,207,1003191,bridge 1572
N208,24.61247225,91.9052639,link,,,207,1003192,link 1593
N208,24.6133056,91.9056111,bridge,,A,181,1003193,bridge 1573
N208,24.61475,91.9062222,link,,,292,1003194,link 1594
N208,24.6156944,91.9066111,bridge,,A,868,1003195,bridge 1574
N208,24.6195552,91.90720835,link,,,868,1003196,link 1595
N208,24.623416,91.9078056,bridge,,A,39,1003197,bridge 1575
N208,24.6239716,91.9079444,link,,,131,1003198,link 1596
N208,24.6247493,91.9081111,bridge,,A,134,1003199,bridge 1576
N208,24.62647155,91.90858335,link,,,134,1003200,link 1597
N208,24.6281938,91.9090556,bridge,,A,506,1003201,bridge 1577
N208,24.6292077,91.90933335,link,,,506,1003202,link 1598
N208,24.6302216,91.9096111,bridge,,C,146,1003203,bridge 1578
N208,24.630791,91.9094722,link,,,146,1003204,link 1599
N208,24.6313604,91.9093333,bridge,,A,111,1003205,bridge 1579
N208,24.6318882,91.909875,link,,,111,1003206,link 1600
N208,24.632416,91.9104167,bridge,,A,20,1003207,bridge 1580
N208,24.6325827,91.9104444,link,,,350,1003208,link 1601
N208,24.6343052,91.9129167,bridge,,C,301,1003209,bridge 1581
N208,24.6354163,91.91368055,link,,,301,1003210,link 1602
N208,24.6365274,91.9144444,bridge,,A,275,1003211,bridge 1582
N208,24.6376524,91.91488885,link,,,275,1003212,link 1603
N208,24.6387774,91.9153333,bridge,,C,92,1003213,bridge 1583
N208,24.6397497,91.9158056,link,,,319,1003214,link 1604
N208,24.6417219,91.91625,bridge,,A,103,1003215,bridge 1584
N208,24.64216635,91.91629165,link,,,103,1003216,link 1605
N208,24.6426108,91.9163333,bridge,,A,257,1003217,bridge 1585
N208,24.6437358,91.9165552,link,,,257,1003218,link 1606
N208,24.6448608,91.9167771,bridge,,B,411,1003219,bridge 1586
N208,24.6483608,91.917916,link,,,449,1003220,link 1607
N208,24.6486663,91.9180549,bridge,,A,501,1003221,bridge 1587
N208,24.65008315,91.91997155,link,,,501,1003222,link 1608
N208,24.6515,91.9218882,bridge,,A,399,1003223,bridge 1588
N208,24.6529028,91.9229299,link,,,399,1003224,link 1609
N208,24.6543056,91.9239716,bridge,,A,60,1003225,bridge 1589
N208,24.6548056,91.9240827,link,,,178,1003226,link 1610
N208,24.6558056,91.9243604,bridge,,B,216,1003227,bridge 1590
N208,24.6566389,91.92484655,link,,,216,1003228,link 1611
N208,24.6574722,91.9253327,bridge,,B,300,1003229,bridge 1591
N208,24.6587361,91.9255827,link,,,300,1003230,link 1612
N208,24.66,91.9258327,bridge,,A,179,1003231,bridge 1592
N208,24.6614722,91.9256938,link,,,501,1003232,link 1613
N208,24.6643611,91.9257771,bridge,,A,248,1003233,bridge 1593
N208,24.6655,91.9261382,link,,,248,1003234,link 1614
N208,24.6666389,91.9264993,bridge,,A,60,1003235,bridge 1594
N208,24.6668604,91.9267771,link,,,204,1003236,link 1615
N208,24.6680271,91.927416,bridge,,B,210,1003237,bridge 1595
N208,24.6697216,91.9282493,link,,,249,1003238,link 1616
N208,24.6700271,91.9283604,bridge,,A,393,1003239,bridge 1596
N208,24.67172155,91.92892985,link,,,393,1003240,link 1617
N208,24.673416,91.9294993,bridge,,A,547,1003241,bridge 1597
N208,24.6782493,91.9300827,link,,,846,1003242,link 1618
N208,24.6809438,91.9302771,bridge,,A,204,1003243,bridge 1598
N208,24.68186045,91.93033265,link,,,204,1003244,link 1619
N208,24.6827771,91.9303882,bridge,,A,238,1003245,bridge 1599
N208,24.68383285,91.93044375,link,,,238,1003246,link 1620
N208,24.6848886,91.9304993,bridge,,C,121,1003247,bridge 1600
N208,24.68543025,91.93058265,link,,,121,1003248,link 1621
N208,24.6859719,91.930666,bridge,,A,115,1003249,bridge 1601
N208,24.6869163,91.9309438,link,,,295,1003250,link 1622
N208,24.6884163,91.9313604,bridge,,A,85,1003251,bridge 1602
N208,24.6884441,91.9314021,link,,,85,1003252,link 1623
N208,24.6884719,91.9314438,bridge,,C,64,1003253,bridge 1603
