road,lat,lon,model_type,road_to,condition,length,id,name
N208,24.6890969,91.9315827,link,,,64,1003254,link 1624
N208,24.6897219,91.9317216,bridge,,A,199,1003255,bridge 1604
N208,24.69054135,91.93202715,link,,,199,1003256,link 1625
N208,24.6913608,91.9323327,bridge,,A,154,1003257,bridge 1605
N208,24.6919441,91.93272155,link,,,154,1003258,link 1626
N208,24.6925274,91.9331104,bridge,,B,121,1003259,bridge 1606
N208,24.6934997,91.933583,link,,,454,1003260,link 1627
N208,24.6961108,91.9318327,bridge,,B,862,1003261,bridge 1607
N208,24.7032778,91.9288327,link,,,1130,1003262,link 1628
N208,24.7055833,91.9287771,bridge,,C,731,1003263,bridge 1608
N208,24.7120833,91.9285827,link,,,1311,1003264,link 1629
N208,24.7172493,91.9283327,bridge,,A,420,1003265,bridge 1609
N208,24.7210271,91.9288327,link,,,1807,1003266,link 1630
N208,24.7332216,91.9266938,bridge,,A,43,1003267,bridge 1610
N208,24.7336386,91.9265271,link,,,993,1003268,link 1631
N208,24.7416941,91.923416,bridge,,C,632,1003269,bridge 1611
N208,24.74437465,91.92248545,link,,,632,1003270,link 1632
N208,24.7470552,91.9215549,bridge,,B,417,1003271,bridge 1612
N208,24.7506389,91.9203049,link,,,626,1003272,link 1633
N208,24.7524167,91.919666,bridge,,C,284,1003273,bridge 1613
N208,24.7536667,91.91923545,link,,,284,1003274,link 1634
N208,24.7549167,91.9188049,bridge,,A,515,1003275,bridge 1614
N208,24.7593056,91.9172771,link,,,1676,1003276,link 1635
N208,24.7693882,91.9140833,bridge,,A,839,1003277,bridge 1615
N208,24.7767216,91.9126944,link,,,1104,1003278,link 1636
N208,24.778916,91.9118056,bridge,,C,734,1003279,bridge 1616
N208,24.7854163,91.9097778,link,,,897,1003280,link 1637
N208,24.7868886,91.9095278,bridge,,C,679,1003281,bridge 1617
N208,24.7898886,91.9096528,link,,,679,1003282,link 1638
N208,24.7928886,91.9097778,bridge,,C,157,1003283,bridge 1618
N208,24.7943052,91.9099722,link,,,1272,1003284,link 1639
N208,24.8035556,91.9135833,bridge,,C,884,1003285,bridge 1619
N208,24.8110278,91.9113056,link,,,3030,1003286,link 1640
N208,24.8275549,91.9007778,bridge,,A,229,1003287,bridge 1620
N208,24.8286938,91.9000556,link,,,923,1003288,link 1641
N208,24.835333,91.8981386,bridge,,C,921,1003289,bridge 1621
N208,24.8425552,91.895583,link,,,3766,1003290,link 1642
N208,24.8615278,91.8818604,bridge,,C,85,1003291,bridge 1622
N208,24.8618889,91.8810271,link,,,1984,1003292,link 1643
N8,23.7021389,90.4353608,intersection,,,1000,1000000,intersection
N8,23.6936386,90.4344163,link,,,1515,1003295,link 1644
N8,23.6905552,90.4308327,bridge,,C,25,1003296,bridge 1623
N8,23.690458,90.43073545,link,,,25,1003297,link 1645
N8,23.6903608,90.4306382,bridge,,A,193,1003298,bridge 1624
N8,23.68977745,90.4300132,link,,,193,1003299,link 1646
N8,23.6891941,90.4293882,bridge,,C,266,1003300,bridge 1625
N8,23.687583,90.4274993,link,,,839,1003301,link 1647
N8,23.6839441,90.4234438,bridge,,A,594,1003302,bridge 1626
N8,23.6826104,90.418166,link,,,1716,1003303,link 1648
N8,23.6777771,90.409,bridge,,C,246,1003304,bridge 1627
N8,23.67706875,90.40808335,link,,,246,1003305,link 1649
N8,23.6763604,90.4071667,bridge,,A,212,1003306,bridge 1628
N8,23.6749438,90.40525,link,,,327,1003307,link 1650
N8,23.6744438,90.40475,bridge,,A,304,1003308,bridge 1629
N8,23.6726104,90.4023611,link,,,519,1003309,link 1651
N8,23.6713327,90.4006944,bridge,,B,769,1003310,bridge 1630
N8,23.6690827,90.3978609,link,,,769,1003311,link 1652
N8,23.6668327,90.3950274,bridge,,A,15,1003312,bridge 1631
N8,23.6667493,90.3949441,link,,,779,1003313,link 1653
N8,23.6630278,90.3887497,bridge,,A,267,1003314,bridge 1632
N8,23.6628056,90.3864719,link,,,545,1003315,link 1654
N8,23.6625556,90.3838886,bridge,,C,437,1003316,bridge 1633
N8,23.66234725,90.3817495,link,,,437,1003317,link 1655
N8,23.6621389,90.3796104,bridge,,A,245,1003318,bridge 1634
N8,23.6619028,90.378416,link,,,245,1003319,link 1656
N8,23.6616667,90.3772216,bridge,,A,39,1003320,bridge 1635
N8,23.6618611,90.3767493,link,,,890,1003321,link 1657
N8,23.6611111,90.368416,bridge,,A,149,1003322,bridge 1636
N8,23.6609722,90.3669716,link,,,410,1003323,link 1658
N8,23.66075,90.3644444,bridge,,A,739,1003324,bridge 1637
N8,23.6600556,90.35725,link,,,767,1003325,link 1659
N8,23.66,90.357,bridge,,B,447,1003326,bridge 1638
N8,23.65762736,90.35416341,link,,A,961,1003327,link 1660
N8,23.6545833,90.3511667,bridge,,C,9,1003328,bridge 1639
N8,23.6544444,90.3511667,link,,,1175,1003329,link 1661
N8,23.6441108,90.3491108,bridge,,A,625,1003330,bridge 1640
N8,23.641458,90.3479719,link,,,625,1003331,link 1662
N8,23.6388052,90.346833,bridge,,A,209,1003332,bridge 1641
N8,23.6369997,90.3462219,link,,,384,1003333,link 1663
N8,23.6354719,90.3457219,bridge,,A,380,1003334,bridge 1642
N8,23.6338884,90.34518025,link,,,380,1003335,link 1664
N8,23.6323049,90.3446386,bridge,,B,317,1003336,bridge 1643
N8,23.630916,90.34416635,link,,,317,1003337,link 1665
N8,23.6295271,90.3436941,bridge,,A,126,1003338,bridge 1644
N8,23.6285271,90.343333,link,,,664,1003339,link 1666
N8,23.6246104,90.3402219,bridge,,A,461,1003340,bridge 1645
N8,23.6213327,90.3373608,link,,,862,1003341,link 1667
N8,23.6185549,90.3349163,bridge,,A,332,1003342,bridge 1646
N8,23.61738855,90.33390225,link,,,332,1003343,link 1668
N8,23.6162222,90.3328882,bridge,,A,62,1003344,bridge 1647
N8,23.6157778,90.3324993,link,,,907,1003345,link 1669
N8,23.6098333,90.3272771,bridge,,B,359,1003346,bridge 1648
N8,23.6073056,90.3250271,link,,,870,1003347,link 1670
N8,23.6037222,90.3218604,bridge,,A,489,1003348,bridge 1649
N8,23.6002778,90.3188327,link,,,922,1003349,link 1671
N8,23.5972774,90.3162222,bridge,,A,219,1003350,bridge 1650
N8,23.5950274,90.3142222,link,,,1029,1003351,link 1672
N8,23.5894719,90.3108333,bridge,,C,538,1003352,bridge 1651
N8,23.585083,90.3085833,link,,,1118,1003353,link 1673
N8,23.5805271,90.3058333,bridge,,A,419,1003354,bridge 1652
N8,23.5768327,90.3048333,link,,,878,1003355,link 1674
N8,23.5729438,90.3033611,bridge,,A,466,1003356,bridge 1653
N8,23.5710688,90.30230555,link,,,466,1003357,link 1675
N8,23.5691938,90.30125,bridge,,A,74,1003358,bridge 1654
N8,23.5685549,90.3009167,link,,,362,1003359,link 1676
N8,23.56625,90.2996386,bridge,,B,199,1003360,bridge 1655
N8,23.56544445,90.299208,link,,,199,1003361,link 1677
N8,23.5646389,90.2987774,bridge,,B,367,1003362,bridge 1656
N8,23.5630278,90.298708,link,,,367,1003363,link 1678
N8,23.5614167,90.2986386,bridge,,A,144,1003364,bridge 1657
N8,23.5572778,90.2988052,link,,,932,1003365,link 1679
N8,23.5530556,90.2996941,bridge,,A,211,1003366,bridge 1658
N8,23.5510278,90.2999441,link,,,399,1003367,link 1680
N8,23.5493608,90.2999163,bridge,,A,178,1003368,bridge 1659
N8,23.54868025,90.29963855,link,,,178,1003369,link 1681
N8,23.5479997,90.2993608,bridge,,A,202,1003370,bridge 1660
N8,23.54716635,90.298833,link,,,202,1003371,link 1682
N8,23.546333,90.2983052,bridge,,A,59,1003372,bridge 1661
N8,23.5461108,90.29815245,link,,,59,1003373,link 1683
N8,23.5458886,90.2979997,bridge,,B,371,1003374,bridge 1662
N8,23.5430274,90.2959997,link,,,416,1003375,link 1684
N8,23.5426941,90.2957497,bridge,,C,210,1003376,bridge 1663
N8,23.54190088,90.295223,link,,,210,1003377,link 1685
N8,23.54110767,90.2946963,bridge,,A,730,1003378,bridge 1664
N8,23.53831753,90.29286185,link,,,730,1003379,link 1686
N8,23.5355274,90.2910274,bridge,,A,15,1003380,bridge 1665
N8,23.5352497,90.2909719,link,,,955,1003381,link 1687
N8,23.5274993,90.288333,bridge,,A,79,1003382,bridge 1666
N8,23.5268604,90.287583,link,,,907,1003383,link 1688
N8,23.5212216,90.2821938,bridge,,A,152,1003384,bridge 1667
N8,23.5203604,90.2814438,link,,,2302,1003385,link 1689
N8,23.5026111,90.2732493,bridge,,A,664,1003386,bridge 1668
N8,23.50044425,90.27233265,link,,,664,1003387,link 1690
N8,23.4982774,90.271416,bridge,,A,184,1003388,bridge 1669
N8,23.4954719,90.2702493,link,,,652,1003389,link 1691
N8,23.4914163,90.2691938,bridge,,B,532,1003390,bridge 1670
N8,23.4866941,90.2681104,link,,,657,1003391,link 1692
N8,23.485583,90.2678882,bridge,,A,875,1003392,bridge 1671
N8,23.4778049,90.2661111,link,,,13485,1003393,link 1693
N8,23.4101389,90.174416,bridge,,A,390,1003394,bridge 1672
N8,23.4086944,90.1721104,link,,,2549,1003395,link 1694
N8,23.4029722,90.1526944,bridge,,A,100,1003396,bridge 1673
N8,23.4031667,90.1516944,link,,,1980,1003397,link 1695
N8,23.4010278,90.1337774,bridge,,C,334,1003398,bridge 1674
N8,23.4002915,90.13226335,link,,,334,1003399,link 1696
N8,23.3995552,90.1307493,bridge,,A,525,1003400,bridge 1675
N8,23.3967219,90.1267216,link,,,2109,1003401,link 1697
N8,23.3829993,90.1250827,bridge,,A,415,1003402,bridge 1676
N8,23.3803604,90.1223327,link,,,835,1003403,link 1698
N8,23.3792216,90.1184438,bridge,,C,580,1003404,bridge 1677
N8,23.3780271,90.1127778,link,,,5560,1003405,link 1699
N8,23.3693882,90.066,bridge,,A,20,1003406,bridge 1678
N8,23.3693882,90.0658056,link,,,1619,1003407,link 1700
N8,23.3699993,90.0500833,bridge,,C,400,1003408,bridge 1679
N8,23.3700827,90.0462497,link,,,420,1003409,link 1701
N8,23.3701382,90.0459719,bridge,,B,980,1003410,bridge 1680
N8,23.3704716,90.0366386,link,,,1344,1003411,link 1702
N8,23.3715271,90.0329993,bridge,,A,635,1003412,bridge 1681
N8,23.3737771,90.027416,link,,,1385,1003413,link 1703
N8,23.3760549,90.020416,bridge,,B,250,1003414,bridge 1682
N8,23.3766938,90.018166,link,,,685,1003415,link 1704
N8,23.3778327,90.0141667,bridge,,B,504,1003416,bridge 1683
N8,23.37852715,90.0117778,link,,,504,1003417,link 1705
N8,23.3792216,90.0093889,bridge,,A,60,1003418,bridge 1684
N8,23.3794438,90.0086944,link,,,459,1003419,link 1706
N8,23.3807771,90.0053056,bridge,,A,600,1003420,bridge 1685
N8,23.3830827,89.9999163,link,,,1675,1003421,link 1707
N8,23.387333,89.990333,bridge,,B,281,1003422,bridge 1686
N8,23.3878469,89.98915245,link,,,281,1003423,link 1708
N8,23.3883608,89.9879719,bridge,,B,438,1003424,bridge 1687
N8,23.3899441,89.9840552,link,,,813,1003425,link 1709
N8,23.3867219,89.9834719,bridge,,A,381,1003426,bridge 1688
N8,23.383166,89.9989441,link,,,1632,1003427,link 1710
N8,23.3738882,89.9889719,bridge,,A,748,1003428,bridge 1689
N8,23.3686382,89.9934719,link,,,1432,1003429,link 1711
N8,23.3636944,89.9974719,bridge,,A,316,1003430,bridge 1690
N8,23.36175,89.9990552,link,,,456,1003431,link 1712
N8,23.3604444,90.0000833,bridge,,C,640,1003432,bridge 1691
N8,23.3575972,89.99995815,link,,,640,1003433,link 1713
N8,23.35475,89.999833,bridge,,A,219,1003434,bridge 1692
N8,23.3531111,89.9996663,link,,,1027,1003435,link 1714
N8,23.345583,89.9984163,bridge,,A,192,1003436,bridge 1693
N8,23.343833,89.9981386,link,,,594,1003437,link 1715
N8,23.3402497,89.9981386,bridge,,B,597,1003438,bridge 1694
N8,23.3349163,89.9991108,link,,,1092,1003439,link 1716
N8,23.3222771,89.9988608,bridge,,B,445,1003440,bridge 1695
N8,23.3265827,89.9982774,link,,,772,1003441,link 1717
N8,23.3236104,89.9978608,bridge,,B,667,1003442,bridge 1696
N8,23.3206104,89.9974858,link,,,667,1003443,link 1718
N8,23.3176104,89.9971108,bridge,,A,135,1003444,bridge 1697
N8,23.3165,89.9971386,link,,,525,1003445,link 1719
N8,23.313,89.9977774,bridge,,A,379,1003446,bridge 1698
N8,23.3092778,89.9982497,link,,,480,1003447,link 1720
N8,23.3086111,89.9983608,bridge,,C,129,1003448,bridge 1699
N8,23.3076389,89.9984997,link,,,1221,1003449,link 1721
N8,23.298083,90.0001944,bridge,,C,378,1003450,bridge 1700
N8,23.2966108,90.00090275,link,,,378,1003451,link 1722
N8,23.2951386,90.0016111,bridge,,A,418,1003452,bridge 1701
N8,23.293083,90.0046389,link,,,442,1003453,link 1723
N8,23.2929163,90.0047778,bridge,,A,673,1003454,bridge 1702
N8,23.290583,90.0068611,link,,,673,1003455,link 1724
N8,23.2882497,90.0089444,bridge,,A,303,1003456,bridge 1703
N8,23.2859719,90.0107778,link,,,948,1003457,link 1725
N8,23.2807493,90.0127778,bridge,,B,354,1003458,bridge 1704
N8,23.2778882,90.0134444,link,,,689,1003459,link 1726
N8,23.2745827,90.0141667,bridge,,C,625,1003460,bridge 1705
N8,23.2689716,90.0154167,link,,,920,1003461,link 1727
N8,23.2663889,90.0159167,bridge,,A,724,1003462,bridge 1706
N8,23.2601667,90.0172216,link,,,1655,1003463,link 1728
N8,23.2517778,90.0191938,bridge,,B,69,1003464,bridge 1707
N8,23.2513056,90.0192493,link,,,795,1003465,link 1729
N8,23.2447774,90.0207493,bridge,,A,254,1003466,bridge 1708
N8,23.2429719,90.0211382,link,,,1524,1003467,link 1730
N8,23.2311938,90.0203327,bridge,,A,454,1003468,bridge 1709
N8,23.2272216,90.0199993,link,,,1480,1003469,link 1731
N8,23.2186104,90.022166,bridge,,C,239,1003470,bridge 1710
N8,23.2168882,90.0235271,link,,,677,1003471,link 1732
N8,23.2136667,90.0260271,bridge,,A,561,1003472,bridge 1711
N8,23.2095278,90.0291382,link,,,1412,1003473,link 1733
N8,23.2051667,90.0354441,bridge,,C,149,1003474,bridge 1712
N8,23.2049167,90.0367219,link,,,819,1003475,link 1734
N8,23.2036944,90.0431941,bridge,,A,290,1003476,bridge 1713
N8,23.2032222,90.0459163,link,,,1022,1003477,link 1735
N8,23.2018611,90.0528889,bridge,,C,268,1003478,bridge 1714
N8,23.2012222,90.0555278,link,,,408,1003479,link 1736
N8,23.201,90.0568333,bridge,,B,839,1003480,bridge 1715
N8,23.2004165,90.059875,link,,,839,1003481,link 1737
N8,23.199833,90.0629167,bridge,,A,20,1003482,bridge 1716
N8,23.1995274,90.0648333,link,,,205,1003483,link 1738
N8,23.199083,90.0666938,bridge,,C,834,1003484,bridge 1717
N8,23.1959997,90.0737771,link,,,1454,1003485,link 1739
N8,23.1927774,90.0787216,bridge,,C,379,1003486,bridge 1718
N8,23.190833,90.0816104,link,,,829,1003487,link 1740
N8,23.1884719,90.0850552,bridge,,A,549,1003488,bridge 1719
N8,23.185833,90.0889997,link,,,554,1003489,link 1741
N8,23.1856108,90.0893886,bridge,,A,722,1003490,bridge 1720
N8,23.1837356,90.09227745,link,,,722,1003491,link 1742
N8,23.1818604,90.0951663,bridge,,A,283,1003492,bridge 1721
N8,23.180416,90.0974163,link,,,542,1003493,link 1743
N8,23.1795827,90.0998608,bridge,,C,730,1003494,bridge 1722
N8,23.1776382,90.1064167,link,,,1415,1003495,link 1744
N8,23.1757216,90.1128889,bridge,,C,304,1003496,bridge 1723
N8,23.1748882,90.1156667,link,,,1144,1003497,link 1745
N8,23.1726938,90.1233604,bridge,,A,159,1003498,bridge 1724
N8,23.1721938,90.1248882,link,,,1329,1003499,link 1746
N8,23.1640556,90.131916,bridge,,A,552,1003500,bridge 1725
N8,23.1620139,90.1333745,link,,,552,1003501,link 1747
N8,23.1599722,90.134833,bridge,,A,277,1003502,bridge 1726
N8,23.158,90.1362219,link,,,447,1003503,link 1748
N8,23.1566389,90.1372774,bridge,,A,320,1003504,bridge 1727
N8,23.1541389,90.1391941,link,,,753,1003505,link 1749
N8,23.1510556,90.1414997,bridge,,A,57,1003506,bridge 1728
N8,23.1508056,90.1417219,link,,,844,1003507,link 1750
N8,23.1449163,90.1461108,bridge,,C,212,1003508,bridge 1729
N8,23.1432774,90.1473052,link,,,710,1003509,link 1751
N8,23.139583,90.15,bridge,,A,481,1003510,bridge 1730
N8,23.1359719,90.1526944,link,,,869,1003511,link 1752
N8,23.1330827,90.1548333,bridge,,A,557,1003512,bridge 1731
N8,23.1293327,90.1582778,link,,,587,1003513,link 1753
N8,23.1291382,90.1585556,bridge,,A,1015,1003514,bridge 1732
N8,23.1227216,90.1656389,link,,,1450,1003515,link 1754
N8,23.1199438,90.168666,bridge,,A,525,1003516,bridge 1733
N8,23.1166389,90.1722216,link,,,1019,1003517,link 1755
N8,23.1134722,90.175666,bridge,,A,325,1003518,bridge 1734
N8,23.1124722,90.1767632,link,,,325,1003519,link 1756
N8,23.1114722,90.1778604,bridge,,C,1180,1003520,bridge 1735
N8,23.1038333,90.1859163,link,,,1400,1003521,link 1757
N8,23.1024167,90.187583,bridge,,A,37,1003522,bridge 1736
N8,23.1021944,90.1878052,link,,,772,1003523,link 1758
N8,23.0974997,90.1927774,bridge,,A,1046,1003524,bridge 1737
N8,23.0913608,90.1992774,link,,,1966,1003525,link 1759
N8,23.0853052,90.2056389,bridge,,B,79,1003526,bridge 1738
N8,23.0764993,90.2092222,link,,,1540,1003527,link 1760
N8,23.0723327,90.2109167,bridge,,C,599,1003528,bridge 1739
N8,23.067166,90.2106667,link,,,1373,1003529,link 1761
N8,23.0605278,90.2090278,bridge,,B,225,1003530,bridge 1740
N8,23.0583611,90.2090556,link,,,623,1003531,link 1762
N8,23.0551944,90.2089167,bridge,,B,612,1003532,bridge 1741
N8,23.0497497,90.2091944,link,,,713,1003533,link 1763
N8,23.048833,90.2092778,bridge,,B,868,1003534,bridge 1742
N8,23.0411108,90.2095278,link,,,1263,1003535,link 1764
N8,23.0339163,90.2090556,bridge,,A,635,1003536,bridge 1743
N8,23.0317216,90.2088889,link,,,1212,1003537,link 1765
N8,23.0268049,90.2089722,bridge,,B,393,1003538,bridge 1744
N8,23.0238049,90.2109722,link,,,1492,1003539,link 1766
N8,23.0151111,90.2157222,bridge,,A,742,1003540,bridge 1745
N8,23.01215275,90.2173052,link,,,742,1003541,link 1767
N8,23.0091944,90.2188882,bridge,,C,217,1003542,bridge 1746
N8,23.0074167,90.2199716,link,,,698,1003543,link 1768
N8,23.0036389,90.2221938,bridge,,A,519,1003544,bridge 1747
N8,22.998583,90.2222216,link,,,698,1003545,link 1769
N8,22.9973052,90.2221382,bridge,,C,760,1003546,bridge 1748
N8,22.990583,90.2223604,link,,,1451,1003547,link 1770
N8,22.9843052,90.222416,bridge,,B,308,1003548,bridge 1749
N8,22.9815827,90.2224438,link,,,786,1003549,link 1771
N8,22.9773604,90.222666,bridge,,B,262,1003550,bridge 1750
N8,22.97617985,90.2225549,link,,,262,1003551,link 1772
N8,22.9749993,90.2224438,bridge,,A,260,1003552,bridge 1751
N8,22.9726382,90.222416,link,,,1403,1003553,link 1773
N8,22.9629167,90.2247493,bridge,,B,866,1003554,bridge 1752
N8,22.9554722,90.2271382,link,,,1450,1003555,link 1774
N8,22.9506667,90.229166,bridge,,B,348,1003556,bridge 1753
N8,22.9492082,90.22962435,link,,,348,1003557,link 1775
N8,22.9477497,90.2300827,bridge,,A,67,1003558,bridge 1754
N8,22.9472219,90.2303604,link,,,364,1003559,link 1776
N8,22.9448052,90.2316382,bridge,,B,733,1003560,bridge 1755
N8,22.94187465,90.2331106,link,,,733,1003561,link 1777
N8,22.9389441,90.234583,bridge,,A,39,1003562,bridge 1756
N8,22.938833,90.2346386,link,,,1161,1003563,link 1778
N8,22.930416,90.240583,bridge,,B,575,1003564,bridge 1757
N8,22.92820765,90.2415552,link,,,575,1003565,link 1779
N8,22.9259993,90.2425274,bridge,,A,283,1003566,bridge 1758
N8,22.9233327,90.2430552,link,,,823,1003567,link 1780
N8,22.9179716,90.2441386,bridge,,B,490,1003568,bridge 1759
N8,22.91375,90.2454163,link,,,760,1003569,link 1781
N8,22.9115278,90.2461386,bridge,,A,599,1003570,bridge 1760
N8,22.9091111,90.2473747,link,,,599,1003571,link 1782
N8,22.9066944,90.2486108,bridge,,C,99,1003572,bridge 1761
N8,22.9058333,90.2489163,link,,,1277,1003573,link 1783
N8,22.8961386,90.2535833,bridge,,A,586,1003574,bridge 1762
N8,22.89381915,90.2549861,link,,,586,1003575,link 1784
N8,22.8914997,90.2563889,bridge,,A,284,1003576,bridge 1763
N8,22.8894441,90.2573889,link,,,338,1003577,link 1785
N8,22.8888886,90.2576111,bridge,,A,707,1003578,bridge 1764
N8,22.8860273,90.25906945,link,,,707,1003579,link 1786
N8,22.883166,90.2605278,bridge,,A,228,1003580,bridge 1765
N8,22.8813327,90.2614722,link,,,7695,1003581,link 1787
N8,22.8251382,90.26225,bridge,,A,567,1003582,bridge 1766
N8,22.8220827,90.2671382,link,,,2527,1003583,link 1788
N8,22.8099722,90.2799716,bridge,,A,90,1003584,bridge 1767
N8,22.80925,90.2803327,link,,,388,1003585,link 1789
N8,22.8068333,90.2816104,bridge,,A,441,1003586,bridge 1768
N8,22.8034167,90.2834441,link,,,3031,1003587,link 1790
N8,22.7899997,90.2997774,bridge,,A,490,1003588,bridge 1769
N8,22.7859441,90.2998608,link,,,905,1003589,link 1791
N8,22.7826938,90.302,bridge,,A,585,1003590,bridge 1770
N8,22.778416,90.30475,link,,,731,1003591,link 1792
N8,22.7770549,90.3055556,bridge,,A,783,1003592,bridge 1771
N8,22.7708604,90.3088611,link,,,1159,1003593,link 1793
N8,22.7675549,90.3104722,bridge,,D,612,1003594,bridge 1772
N8,22.76280387,90.31314859,link,,,878,1003595,link 1794
N8,22.76075,90.3143056,bridge,,C,745,1003596,bridge 1773
N8,22.75472677,90.31772061,link,,,1931,1003597,link 1795
N8,22.7449441,90.3222216,bridge,,A,823,1003598,bridge 1774
N8,22.7384997,90.3258327,link,,,2438,1003599,link 1796
N8,22.7281938,90.3367774,bridge,,A,424,1003600,bridge 1775
N8,22.7258327,90.3402497,link,,,984,1003601,link 1797
N8,22.7211104,90.3421941,bridge,,A,439,1003602,bridge 1776
N8,22.7186104,90.3446386,link,,,1126,1003603,link 1798
N8,22.71367552,90.34837366,bridge,,B,313,1003604,bridge 1777
